date,temperature_2m_mean,precipitation_sum_mm,day,real_sold_bread,filled_sold_bread,event_description,event_score
12/10/2022,11.9,0.0,wednesday,,,No significant events,4
13/10/2022,13.9,6.5,thursday,,,No significant events,4
14/10/2022,15.2,5.6,friday,,,No significant events,4
15/10/2022,16.3,2.4,saturday,,,No significant events,4
16/10/2022,16.6,0.4,sunday,,,No significant events,4
17/10/2022,17.2,15.5,monday,,,No significant events,4
18/10/2022,17.0,1.3,tuesday,,,No significant events,4
19/10/2022,17.4,0.0,wednesday,,,No significant events,4
20/10/2022,17.5,5.2,thursday,,,No significant events,4
21/10/2022,16.8,4.7,friday,,,No significant events,4
22/10/2022,16.3,0.0,saturday,,,No significant events,4
23/10/2022,17.9,0.8,sunday,,,No significant events,4
24/10/2022,16.3,0.5,monday,,,No significant events,4
25/10/2022,15.2,2.2,tuesday,,,No significant events,4
26/10/2022,17.2,1.9,wednesday,,,No significant events,4
27/10/2022,17.2,0.8,thursday,,,No significant events,4
28/10/2022,18.6,0.0,friday,,,No significant events,4
29/10/2022,18.5,0.2,saturday,,,No significant events,4
30/10/2022,14.4,0.2,sunday,,,No significant events,4
31/10/2022,15.2,6.3,monday,,,Eve of All Saints' Day,5
01/11/2022,14.3,0.3,tuesday,,,All Saints' Day,5
02/11/2022,12.5,0.0,wednesday,,,No significant events,4
03/11/2022,12.0,3.3,thursday,,,No significant events,4
04/11/2022,9.6,3.4,friday,,,No significant events,4
05/11/2022,8.8,0.1,saturday,,,No significant events,4
06/11/2022,10.6,8.4,sunday,,,No significant events,4
07/11/2022,13.2,0.1,monday,,,No significant events,4
08/11/2022,13.6,2.4,tuesday,,,No significant events,4
09/11/2022,12.4,0.7,wednesday,,,No significant events,4
10/11/2022,9.6,0.0,thursday,,,Eve of Armistice Day,4
11/11/2022,8.4,0.0,friday,,,Armistice Day,4
12/11/2022,9.8,0.0,saturday,,,No significant events,4
13/11/2022,9.0,0.0,sunday,,,No significant events,4
14/11/2022,9.9,0.1,monday,,,No significant events,4
15/11/2022,11.0,6.9,tuesday,,,No significant events,4
16/11/2022,11.0,6.5,wednesday,,,No significant events,4
17/11/2022,11.7,1.2,thursday,,,No significant events,4
18/11/2022,8.6,0.2,friday,,,No significant events,4
19/11/2022,6.9,0.4,saturday,,,No significant events,4
20/11/2022,6.9,2.5,sunday,,,No significant events,4
21/11/2022,7.2,4.9,monday,,,No significant events,4
22/11/2022,7.7,2.9,tuesday,,,No significant events,4
23/11/2022,8.1,3.8,wednesday,,,No significant events,4
24/11/2022,10.1,3.5,thursday,,,No significant events,4
25/11/2022,8.9,2.7,friday,,,No significant events,4
26/11/2022,6.1,0.0,saturday,,,No significant events,4
27/11/2022,7.8,8.6,sunday,,,No significant events,4
28/11/2022,8.4,4.4,monday,,,No significant events,4
29/11/2022,6.2,0.7,tuesday,,,No significant events,4
30/11/2022,6.4,0.0,wednesday,,,No significant events,4
01/12/2022,5.3,0.0,thursday,,,No significant events,4
02/12/2022,4.6,1.8,friday,,,No significant events,4
03/12/2022,3.5,0.0,saturday,,,No significant events,4
04/12/2022,2.8,1.1,sunday,,,No significant events,4
05/12/2022,2.4,2.2,monday,,,No significant events,4
06/12/2022,3.1,0.0,tuesday,,,No significant events,4
07/12/2022,1.8,0.0,wednesday,,,No significant events,4
08/12/2022,2.3,0.1,thursday,,,No significant events,4
09/12/2022,1.5,0.0,friday,,,No significant events,4
10/12/2022,1.0,0.0,saturday,,,No significant events,4
11/12/2022,-2.0,0.0,sunday,,,No significant events,4
12/12/2022,-2.1,0.7,monday,,,No significant events,4
13/12/2022,-1.8,0.0,tuesday,,,No significant events,4
14/12/2022,-0.7,4.1,wednesday,,,No significant events,4
15/12/2022,-1.8,0.0,thursday,,,No significant events,4
16/12/2022,-1.7,0.0,friday,,,No significant events,4
17/12/2022,-2.6,0.0,saturday,,,No significant events,4
18/12/2022,-0.9,4.9,sunday,,,No significant events,4
19/12/2022,8.0,5.1,monday,,,No significant events,4
20/12/2022,11.3,24.7,tuesday,,,No significant events,4
21/12/2022,10.2,18.5,wednesday,,,No significant events,4
22/12/2022,12.4,7.7,thursday,,,No significant events,4
23/12/2022,12.9,6.8,friday,,,No significant events,4
24/12/2022,10.8,1.3,saturday,,,Eve of Christmas Day,9
25/12/2022,11.4,5.5,sunday,,,Christmas Day,9
26/12/2022,9.3,1.8,monday,,,No significant events,4
27/12/2022,5.9,0.1,tuesday,,,No significant events,4
28/12/2022,10.2,2.6,wednesday,,,No significant events,4
29/12/2022,9.8,1.0,thursday,,,No significant events,4
30/12/2022,10.1,8.4,friday,,,No significant events,4
31/12/2022,15.4,0.0,saturday,,,Eve of New Year's Day,9
01/01/2023,13.5,3.8,sunday,,,New Year's Day,9
02/01/2023,10.3,7.2,monday,,,No significant events,4
03/01/2023,7.8,2.0,tuesday,,,No significant events,4
04/01/2023,11.9,2.3,wednesday,,,No significant events,4
05/01/2023,12.6,0.6,thursday,,,No significant events,4
06/01/2023,11.2,0.0,friday,,,No significant events,4
07/01/2023,9.1,2.5,saturday,,,No significant events,4
08/01/2023,9.2,6.6,sunday,,,No significant events,4
09/01/2023,7.0,0.1,monday,,,No significant events,4
10/01/2023,7.2,2.8,tuesday,,,No significant events,4
11/01/2023,10.8,7.9,wednesday,,,No significant events,4
12/01/2023,11.1,0.7,thursday,,,No significant events,4
13/01/2023,9.2,1.9,friday,,,No significant events,4
14/01/2023,10.7,9.4,saturday,,,No significant events,4
15/01/2023,7.0,2.2,sunday,,,No significant events,4
16/01/2023,5.0,8.4,monday,,,No significant events,4
17/01/2023,1.6,3.8,tuesday,,,No significant events,4
18/01/2023,1.0,0.2,wednesday,,,No significant events,4
19/01/2023,0.6,4.5,thursday,,,No significant events,4
20/01/2023,1.4,0.2,friday,,,No significant events,4
21/01/2023,1.1,0.1,saturday,,,No significant events,4
22/01/2023,0.6,0.0,sunday,,,No significant events,4
23/01/2023,1.7,0.0,monday,,,No significant events,4
24/01/2023,1.3,0.0,tuesday,,,No significant events,4
25/01/2023,1.4,0.0,wednesday,,,No significant events,4
26/01/2023,2.2,0.4,thursday,,,No significant events,4
27/01/2023,4.1,0.5,friday,,,No significant events,4
28/01/2023,2.1,0.0,saturday,,,No significant events,4
29/01/2023,1.8,0.0,sunday,,,No significant events,4
30/01/2023,5.2,0.0,monday,,,No significant events,4
31/01/2023,3.9,0.0,tuesday,,,No significant events,4
01/02/2023,7.6,0.0,wednesday,,,Eve of Chandeleur (Candlemas),5
02/02/2023,7.5,0.0,thursday,,,Chandeleur (Candlemas),5
03/02/2023,8.4,0.0,friday,,,No significant events,4
04/02/2023,8.9,0.0,saturday,,,No significant events,4
05/02/2023,6.6,0.1,sunday,,,No significant events,4
06/02/2023,3.1,0.0,monday,,,No significant events,4
07/02/2023,1.6,0.0,tuesday,,,No significant events,4
08/02/2023,-0.4,0.0,wednesday,,,No significant events,4
09/02/2023,0.2,0.0,thursday,,,No significant events,4
10/02/2023,4.9,0.0,friday,,,No significant events,4
11/02/2023,4.7,0.0,saturday,,,No significant events,4
12/02/2023,7.2,0.0,sunday,,,No significant events,4
13/02/2023,4.0,0.0,monday,,,Eve of Saint-Valentin (Valentine’s Day),6
14/02/2023,3.7,0.0,tuesday,,,Saint-Valentin (Valentine’s Day),6
15/02/2023,4.7,0.0,wednesday,,,No significant events,4
16/02/2023,7.4,1.4,thursday,,,No significant events,4
17/02/2023,12.2,0.2,friday,,,No significant events,4
18/02/2023,11.0,0.0,saturday,,,No significant events,4
19/02/2023,9.5,0.1,sunday,,,No significant events,4
20/02/2023,5.5,0.0,monday,,,Eve of Mardi Gras (Carnaval),6
21/02/2023,6.0,0.0,tuesday,,,Mardi Gras (Carnaval),6
22/02/2023,8.4,2.4,wednesday,,,No significant events,4
23/02/2023,7.5,0.0,thursday,,,No significant events,4
24/02/2023,6.7,0.0,friday,,,No significant events,4
25/02/2023,5.2,0.1,saturday,,,No significant events,4
26/02/2023,2.1,0.0,sunday,,,No significant events,4
27/02/2023,2.1,0.0,monday,,,No significant events,4
28/02/2023,1.5,0.0,tuesday,,,No significant events,4
01/03/2023,1.8,0.0,wednesday,,,No significant events,4
02/03/2023,2.7,0.0,thursday,,,No significant events,4
03/03/2023,3.3,0.0,friday,,,No significant events,4
04/03/2023,3.1,0.0,saturday,,,No significant events,4
05/03/2023,5.0,0.3,sunday,,,No significant events,4
06/03/2023,4.8,1.4,monday,,,No significant events,4
07/03/2023,6.2,0.4,tuesday,,,No significant events,4
08/03/2023,10.2,22.5,wednesday,,,No significant events,4
09/03/2023,11.5,5.8,thursday,,,No significant events,4
10/03/2023,7.8,2.0,friday,,,No significant events,4
11/03/2023,4.8,5.4,saturday,,,No significant events,4
12/03/2023,10.9,5.3,sunday,,,No significant events,4
13/03/2023,13.2,0.9,monday,,,No significant events,4
14/03/2023,8.2,5.5,tuesday,,,No significant events,4
15/03/2023,6.5,0.2,wednesday,,,No significant events,4
16/03/2023,10.0,0.0,thursday,,,No significant events,4
17/03/2023,11.3,7.1,friday,,,No significant events,4
18/03/2023,11.3,6.0,saturday,,,No significant events,4
19/03/2023,8.8,2.8,sunday,,,No significant events,4
20/03/2023,8.1,0.0,monday,,,No significant events,4
21/03/2023,11.1,3.4,tuesday,,,No significant events,4
22/03/2023,10.9,10.8,wednesday,,,No significant events,4
23/03/2023,13.4,2.1,thursday,,,No significant events,4
24/03/2023,12.4,3.1,friday,,,No significant events,4
25/03/2023,10.7,0.5,saturday,,,No significant events,4
26/03/2023,9.4,4.5,sunday,,,No significant events,4
27/03/2023,6.8,0.0,monday,,,No significant events,4
28/03/2023,7.2,0.9,tuesday,,,No significant events,4
29/03/2023,14.2,0.9,wednesday,,,No significant events,4
30/03/2023,13.9,6.5,thursday,,,No significant events,4
31/03/2023,11.9,6.7,friday,,,No significant events,4
01/04/2023,10.5,2.5,saturday,,,No significant events,4
02/04/2023,8.5,0.5,sunday,,,No significant events,4
03/04/2023,7.5,0.0,monday,,,No significant events,4
04/04/2023,5.5,0.0,tuesday,,,No significant events,4
05/04/2023,7.0,0.0,wednesday,,,No significant events,4
06/04/2023,9.8,1.4,thursday,,,No significant events,4
07/04/2023,9.0,0.5,friday,,,No significant events,4
08/04/2023,8.3,0.0,saturday,,,No significant events,4
09/04/2023,10.1,0.0,sunday,,,Eve of Easter Monday,6
10/04/2023,11.6,5.4,monday,,,Easter Monday,6
11/04/2023,10.3,6.8,tuesday,,,No significant events,4
12/04/2023,10.4,8.6,wednesday,,,No significant events,4
13/04/2023,7.9,4.2,thursday,,,No significant events,4
14/04/2023,6.8,6.7,friday,,,No significant events,4
15/04/2023,9.1,9.2,saturday,,,No significant events,4
16/04/2023,8.7,0.0,sunday,,,No significant events,4
17/04/2023,8.4,0.4,monday,,,No significant events,4
18/04/2023,10.8,0.9,tuesday,,,No significant events,4
19/04/2023,12.6,0.0,wednesday,,,No significant events,4
20/04/2023,9.0,0.0,thursday,,,No significant events,4
21/04/2023,7.7,0.0,friday,,,No significant events,4
22/04/2023,10.9,8.0,saturday,,,No significant events,4
23/04/2023,11.2,6.3,sunday,,,No significant events,4
24/04/2023,10.2,3.5,monday,,,No significant events,4
25/04/2023,8.4,0.6,tuesday,,,No significant events,4
26/04/2023,8.5,0.4,wednesday,,,No significant events,4
27/04/2023,13.0,1.8,thursday,,,No significant events,4
28/04/2023,16.3,7.6,friday,,,No significant events,4
29/04/2023,12.2,0.4,saturday,,,No significant events,4
30/04/2023,12.7,0.0,sunday,,,Eve of Labor Day,5
01/05/2023,12.2,2.1,monday,,,Labor Day,3
02/05/2023,12.4,0.4,tuesday,,,No significant events,4
03/05/2023,13.2,0.0,wednesday,,,No significant events,4
04/05/2023,16.6,0.3,thursday,,,No significant events,4
05/05/2023,14.9,5.8,friday,,,No significant events,4
06/05/2023,15.5,8.0,saturday,,,No significant events,4
07/05/2023,15.2,13.2,sunday,,,Eve of Victory Day,4
08/05/2023,14.5,0.1,monday,,,Victory Day,4
09/05/2023,14.1,16.9,tuesday,,,No significant events,4
10/05/2023,12.3,3.4,wednesday,,,No significant events,4
11/05/2023,12.1,5.0,thursday,,,No significant events,4
12/05/2023,11.8,1.5,friday,,,No significant events,4
13/05/2023,14.8,4.5,saturday,,,No significant events,4
14/05/2023,13.6,0.1,sunday,,,No significant events,4
15/05/2023,11.4,4.2,monday,,,No significant events,4
16/05/2023,10.7,0.0,tuesday,,,No significant events,4
17/05/2023,11.6,0.1,wednesday,,,Eve of Ascension Day,5
18/05/2023,12.0,0.0,thursday,,,Ascension Day,5
19/05/2023,13.6,0.0,friday,,,No significant events,4
20/05/2023,16.0,0.0,saturday,,,No significant events,4
21/05/2023,16.8,0.0,sunday,,,No significant events,4
22/05/2023,16.3,0.0,monday,,,No significant events,4
23/05/2023,14.7,0.0,tuesday,,,No significant events,4
24/05/2023,13.3,0.0,wednesday,,,No significant events,4
25/05/2023,15.4,0.0,thursday,,,No significant events,4
26/05/2023,15.9,0.0,friday,,,No significant events,4
27/05/2023,17.6,0.0,saturday,,,No significant events,4
28/05/2023,19.2,0.0,sunday,,,Eve of Whit Monday,5
29/05/2023,18.1,0.0,monday,,,Whit Monday,5
30/05/2023,16.7,0.0,tuesday,,,No significant events,4
31/05/2023,19.2,0.0,wednesday,,,No significant events,4
01/06/2023,20.0,0.0,thursday,,,No significant events,4
02/06/2023,15.3,0.0,friday,,,No significant events,4
03/06/2023,17.9,0.0,saturday,,,No significant events,4
04/06/2023,19.8,0.0,sunday,,,No significant events,4
05/06/2023,19.8,0.0,monday,,,No significant events,4
06/06/2023,19.4,0.1,tuesday,,,No significant events,4
07/06/2023,21.2,0.1,wednesday,,,No significant events,4
08/06/2023,21.3,0.0,thursday,,,No significant events,4
09/06/2023,23.5,0.0,friday,,,No significant events,4
10/06/2023,23.1,1.0,saturday,,,No significant events,4
11/06/2023,21.3,24.2,sunday,,,No significant events,4
12/06/2023,21.1,0.9,monday,,,No significant events,4
13/06/2023,22.4,0.0,tuesday,,,No significant events,4
14/06/2023,22.1,0.0,wednesday,,,No significant events,4
15/06/2023,21.9,0.0,thursday,,,No significant events,4
16/06/2023,22.4,0.0,friday,,,No significant events,4
17/06/2023,23.8,0.1,saturday,,,No significant events,4
18/06/2023,23.3,5.6,sunday,,,No significant events,4
19/06/2023,20.3,1.0,monday,,,No significant events,4
20/06/2023,21.6,1.4,tuesday,,,No significant events,4
21/06/2023,21.7,2.7,wednesday,,,No significant events,4
22/06/2023,19.8,17.4,thursday,,,No significant events,4
23/06/2023,20.5,0.1,friday,,,No significant events,4
24/06/2023,22.0,0.0,saturday,,,No significant events,4
25/06/2023,24.5,0.0,sunday,,,No significant events,4
26/06/2023,19.7,0.0,monday,,,No significant events,4
27/06/2023,19.4,0.0,tuesday,,,No significant events,4
28/06/2023,20.8,0.9,wednesday,,,No significant events,4
29/06/2023,21.4,1.6,thursday,,,No significant events,4
30/06/2023,19.9,0.3,friday,,,No significant events,4
01/07/2023,19.7,2.8,saturday,,,No significant events,4
02/07/2023,19.0,0.0,sunday,,,No significant events,4
03/07/2023,19.5,0.3,monday,,,No significant events,4
04/07/2023,17.9,6.4,tuesday,,,No significant events,4
05/07/2023,17.0,0.6,wednesday,,,No significant events,4
06/07/2023,19.1,0.1,thursday,,,No significant events,4
07/07/2023,22.9,0.0,friday,,,No significant events,4
08/07/2023,26.3,0.5,saturday,,,No significant events,4
09/07/2023,23.4,4.4,sunday,,,No significant events,4
10/07/2023,23.1,0.0,monday,,,No significant events,4
11/07/2023,24.6,0.2,tuesday,,,No significant events,4
12/07/2023,20.9,4.4,wednesday,,,No significant events,4
13/07/2023,20.3,0.3,thursday,,,Eve of National Day,5
14/07/2023,23.2,0.0,friday,,,National Day,8
15/07/2023,22.8,6.4,saturday,,,No significant events,4
16/07/2023,20.5,0.0,sunday,,,No significant events,4
17/07/2023,19.8,0.0,monday,,,No significant events,4
18/07/2023,21.7,0.0,tuesday,,,No significant events,4
19/07/2023,20.7,0.0,wednesday,,,No significant events,4
20/07/2023,20.1,0.1,thursday,,,No significant events,4
21/07/2023,19.3,2.4,friday,,,No significant events,4
22/07/2023,19.8,0.0,saturday,,,No significant events,4
23/07/2023,19.9,7.1,sunday,,,No significant events,4
24/07/2023,19.3,21.4,monday,,,No significant events,4
25/07/2023,17.0,11.9,tuesday,,,No significant events,4
26/07/2023,17.9,0.1,wednesday,,,No significant events,4
27/07/2023,19.4,10.0,thursday,,,No significant events,4
28/07/2023,20.1,9.1,friday,,,No significant events,4
29/07/2023,19.8,4.2,saturday,,,No significant events,4
30/07/2023,18.9,0.4,sunday,,,No significant events,4
31/07/2023,19.3,11.8,monday,,,No significant events,4
01/08/2023,18.8,1.6,tuesday,,,No significant events,4
02/08/2023,19.6,24.6,wednesday,,,No significant events,4
03/08/2023,17.2,9.1,thursday,,,No significant events,4
04/08/2023,17.3,2.7,friday,,,No significant events,4
05/08/2023,16.0,5.1,saturday,,,No significant events,4
06/08/2023,16.1,1.5,sunday,,,No significant events,4
07/08/2023,16.8,0.5,monday,,,No significant events,4
08/08/2023,18.5,0.5,tuesday,,,No significant events,4
09/08/2023,19.6,0.2,wednesday,,,No significant events,4
10/08/2023,20.1,0.0,thursday,,,No significant events,4
11/08/2023,21.5,3.6,friday,,,No significant events,4
12/08/2023,21.4,9.0,saturday,,,No significant events,4
13/08/2023,19.5,0.0,sunday,,,No significant events,4
14/08/2023,20.7,0.0,monday,,,Eve of Assumption Day,5
15/08/2023,20.3,0.8,tuesday,,,Assumption Day,5
16/08/2023,20.9,0.1,wednesday,,,No significant events,4
17/08/2023,22.1,0.7,thursday,,,No significant events,4
18/08/2023,24.0,0.5,friday,,,No significant events,4
19/08/2023,23.7,6.9,saturday,,,No significant events,4
20/08/2023,23.0,0.3,sunday,,,No significant events,4
21/08/2023,21.8,0.0,monday,,,No significant events,4
22/08/2023,23.1,0.0,tuesday,,,No significant events,4
23/08/2023,24.3,0.0,wednesday,,,No significant events,4
24/08/2023,22.7,14.0,thursday,,,No significant events,4
25/08/2023,20.0,26.7,friday,,,No significant events,4
26/08/2023,17.6,0.5,saturday,,,No significant events,4
27/08/2023,16.3,0.6,sunday,,,No significant events,4
28/08/2023,16.5,2.3,monday,,,No significant events,4
29/08/2023,15.9,1.0,tuesday,,,No significant events,4
30/08/2023,16.4,1.3,wednesday,,,No significant events,4
31/08/2023,15.8,7.4,thursday,,,No significant events,4
01/09/2023,19.2,3.1,friday,,,No significant events,4
02/09/2023,21.2,0.8,saturday,,,No significant events,4
03/09/2023,23.1,0.0,sunday,,,No significant events,4
04/09/2023,22.8,0.0,monday,,,No significant events,4
05/09/2023,24.6,0.0,tuesday,,,No significant events,4
06/09/2023,24.2,0.0,wednesday,,,No significant events,4
07/09/2023,23.0,0.0,thursday,,,No significant events,4
08/09/2023,25.8,0.0,friday,,,No significant events,4
09/09/2023,26.1,0.0,saturday,,,No significant events,4
10/09/2023,26.3,0.0,sunday,,,No significant events,4
11/09/2023,22.5,1.1,monday,,,No significant events,4
12/09/2023,18.7,27.2,tuesday,,,No significant events,4
13/09/2023,18.9,0.8,wednesday,,,No significant events,4
14/09/2023,18.6,0.1,thursday,,,No significant events,4
15/09/2023,19.4,0.0,friday,,,No significant events,4
16/09/2023,19.4,0.0,saturday,,,No significant events,4
17/09/2023,20.4,3.5,sunday,,,No significant events,4
18/09/2023,18.9,8.9,monday,,,No significant events,4
19/09/2023,17.2,0.8,tuesday,,,No significant events,4
20/09/2023,20.1,0.1,wednesday,,,No significant events,4
21/09/2023,17.1,19.0,thursday,,,No significant events,4
22/09/2023,13.2,8.1,friday,,,No significant events,4
23/09/2023,13.5,0.3,saturday,,,No significant events,4
24/09/2023,13.7,0.0,sunday,,,No significant events,4
25/09/2023,16.1,0.0,monday,,,No significant events,4
26/09/2023,17.6,0.0,tuesday,,,No significant events,4
27/09/2023,19.0,0.0,wednesday,,,No significant events,4
28/09/2023,18.8,0.0,thursday,,,No significant events,4
29/09/2023,18.6,0.1,friday,,,No significant events,4
30/09/2023,15.2,0.0,saturday,,,No significant events,4
01/10/2023,17.9,0.0,sunday,,,No significant events,4
02/10/2023,19.5,0.0,monday,,,No significant events,4
03/10/2023,17.8,7.2,tuesday,,,No significant events,4
04/10/2023,13.6,0.0,wednesday,,,No significant events,4
05/10/2023,13.6,0.0,thursday,,,No significant events,4
06/10/2023,14.3,0.0,friday,,,No significant events,4
07/10/2023,16.0,0.0,saturday,,,No significant events,4
08/10/2023,17.7,0.0,sunday,,,No significant events,4
09/10/2023,16.8,0.0,monday,,,No significant events,4
10/10/2023,18.2,0.0,tuesday,,,No significant events,4
11/10/2023,18.0,0.0,wednesday,,,No significant events,4
12/10/2023,18.9,2.4,thursday,,,No significant events,4
13/10/2023,20.8,0.2,friday,,,No significant events,4
14/10/2023,13.6,1.4,saturday,,,No significant events,4
15/10/2023,10.1,0.0,sunday,,,No significant events,4
16/10/2023,8.4,0.0,monday,,,No significant events,4
17/10/2023,10.9,0.0,tuesday,,,No significant events,4
18/10/2023,15.4,7.9,wednesday,,,No significant events,4
19/10/2023,17.0,4.0,thursday,,,No significant events,4
20/10/2023,14.9,6.0,friday,,,No significant events,4
21/10/2023,13.1,8.0,saturday,,,No significant events,4
22/10/2023,12.8,1.9,sunday,,,No significant events,4
23/10/2023,10.3,4.5,monday,,,No significant events,4
24/10/2023,12.6,1.9,tuesday,,,No significant events,4
25/10/2023,12.9,14.7,wednesday,,,No significant events,4
26/10/2023,13.2,15.6,thursday,,,No significant events,4
27/10/2023,12.1,4.6,friday,,,No significant events,4
28/10/2023,12.7,5.7,saturday,,,No significant events,4
29/10/2023,13.6,3.1,sunday,,,No significant events,4
30/10/2023,11.7,9.1,monday,,,No significant events,4
31/10/2023,11.5,0.5,tuesday,,,Eve of All Saints' Day,5
