ds,y,day,day_friday,day_monday,day_saturday,day_sunday,day_thursday,day_tuesday,day_wednesday
2021-11-15 00:00:00,283.0,monday,False,True,False,False,False,False,False
2021-11-16 00:00:00,253.0,tuesday,False,False,False,False,False,True,False
2021-11-17 00:00:00,,wednesday,False,False,False,False,False,False,True
2021-11-18 00:00:00,284.0,thursday,False,False,False,False,True,False,False
2021-11-19 00:00:00,326.0,friday,True,False,False,False,False,False,False
2021-11-20 00:00:00,398.0,saturday,False,False,True,False,False,False,False
2021-11-21 00:00:00,524.0,sunday,False,False,False,True,False,False,False
2021-11-22 00:00:00,261.0,monday,False,True,False,False,False,False,False
2021-11-23 00:00:00,267.0,tuesday,False,False,False,False,False,True,False
2021-11-24 00:00:00,,wednesday,False,False,False,False,False,False,True
2021-11-25 00:00:00,310.0,thursday,False,False,False,False,True,False,False
2021-11-26 00:00:00,263.0,friday,True,False,False,False,False,False,False
2021-11-27 00:00:00,360.0,saturday,False,False,True,False,False,False,False
2021-11-28 00:00:00,587.0,sunday,False,False,False,True,False,False,False
2021-11-29 00:00:00,280.0,monday,False,True,False,False,False,False,False
2021-11-30 00:00:00,312.0,tuesday,False,False,False,False,False,True,False
2021-12-01 00:00:00,,wednesday,False,False,False,False,False,False,True
2021-12-02 00:00:00,240.0,thursday,False,False,False,False,True,False,False
2021-12-03 00:00:00,289.0,friday,True,False,False,False,False,False,False
2021-12-04 00:00:00,318.0,saturday,False,False,True,False,False,False,False
2021-12-05 00:00:00,581.0,sunday,False,False,False,True,False,False,False
2021-12-06 00:00:00,,monday,False,True,False,False,False,False,False
2021-12-07 00:00:00,,tuesday,False,False,False,False,False,True,False
2021-12-08 00:00:00,,wednesday,False,False,False,False,False,False,True
2021-12-09 00:00:00,244.0,thursday,False,False,False,False,True,False,False
2021-12-10 00:00:00,270.0,friday,True,False,False,False,False,False,False
2021-12-11 00:00:00,366.0,saturday,False,False,True,False,False,False,False
2021-12-12 00:00:00,556.0,sunday,False,False,False,True,False,False,False
2021-12-13 00:00:00,289.0,monday,False,True,False,False,False,False,False
2021-12-14 00:00:00,288.0,tuesday,False,False,False,False,False,True,False
2021-12-15 00:00:00,,wednesday,False,False,False,False,False,False,True
2021-12-16 00:00:00,309.0,thursday,False,False,False,False,True,False,False
2021-12-17 00:00:00,399.0,friday,True,False,False,False,False,False,False
2021-12-18 00:00:00,414.0,saturday,False,False,True,False,False,False,False
2021-12-19 00:00:00,594.0,sunday,False,False,False,True,False,False,False
2021-12-20 00:00:00,392.0,monday,False,True,False,False,False,False,False
2021-12-21 00:00:00,433.0,tuesday,False,False,False,False,False,True,False
2021-12-22 00:00:00,370.0,wednesday,False,False,False,False,False,False,True
2021-12-23 00:00:00,450.0,thursday,False,False,False,False,True,False,False
2021-12-24 00:00:00,1042.0,friday,True,False,False,False,False,False,False
2021-12-25 00:00:00,656.0,saturday,False,False,True,False,False,False,False
2021-12-26 00:00:00,735.0,sunday,False,False,False,True,False,False,False
2021-12-27 00:00:00,506.0,monday,False,True,False,False,False,False,False
2021-12-28 00:00:00,524.0,tuesday,False,False,False,False,False,True,False
2021-12-29 00:00:00,458.0,wednesday,False,False,False,False,False,False,True
2021-12-30 00:00:00,492.0,thursday,False,False,False,False,True,False,False
2021-12-31 00:00:00,923.0,friday,True,False,False,False,False,False,False
2022-01-01 00:00:00,,saturday,False,False,True,False,False,False,False
2022-01-02 00:00:00,879.0,sunday,False,False,False,True,False,False,False
2022-01-03 00:00:00,357.0,monday,False,True,False,False,False,False,False
2022-01-04 00:00:00,67.0,tuesday,False,False,False,False,False,True,False
2022-01-05 00:00:00,,wednesday,False,False,False,False,False,False,True
2022-01-06 00:00:00,324.0,thursday,False,False,False,False,True,False,False
2022-01-07 00:00:00,285.0,friday,True,False,False,False,False,False,False
2022-01-08 00:00:00,311.0,saturday,False,False,True,False,False,False,False
2022-01-09 00:00:00,482.0,sunday,False,False,False,True,False,False,False
2022-01-10 00:00:00,258.0,monday,False,True,False,False,False,False,False
2022-01-11 00:00:00,280.0,tuesday,False,False,False,False,False,True,False
2022-01-12 00:00:00,,wednesday,False,False,False,False,False,False,True
2022-01-13 00:00:00,232.0,thursday,False,False,False,False,True,False,False
2022-01-14 00:00:00,297.0,friday,True,False,False,False,False,False,False
2022-01-15 00:00:00,313.0,saturday,False,False,True,False,False,False,False
2022-01-16 00:00:00,489.0,sunday,False,False,False,True,False,False,False
2022-01-17 00:00:00,286.0,monday,False,True,False,False,False,False,False
2022-01-18 00:00:00,255.0,tuesday,False,False,False,False,False,True,False
2022-01-19 00:00:00,,wednesday,False,False,False,False,False,False,True
2022-01-20 00:00:00,303.0,thursday,False,False,False,False,True,False,False
2022-01-21 00:00:00,303.0,friday,True,False,False,False,False,False,False
2022-01-22 00:00:00,353.0,saturday,False,False,True,False,False,False,False
2022-01-23 00:00:00,544.0,sunday,False,False,False,True,False,False,False
2022-01-24 00:00:00,266.0,monday,False,True,False,False,False,False,False
2022-01-25 00:00:00,283.0,tuesday,False,False,False,False,False,True,False
2022-01-26 00:00:00,,wednesday,False,False,False,False,False,False,True
2022-01-27 00:00:00,358.0,thursday,False,False,False,False,True,False,False
2022-01-28 00:00:00,279.0,friday,True,False,False,False,False,False,False
2022-01-29 00:00:00,345.0,saturday,False,False,True,False,False,False,False
2022-01-30 00:00:00,532.0,sunday,False,False,False,True,False,False,False
2022-01-31 00:00:00,271.0,monday,False,True,False,False,False,False,False
2022-02-01 00:00:00,258.0,tuesday,False,False,False,False,False,True,False
2022-02-02 00:00:00,,wednesday,False,False,False,False,False,False,True
2022-02-03 00:00:00,294.0,thursday,False,False,False,False,True,False,False
2022-02-04 00:00:00,270.0,friday,True,False,False,False,False,False,False
2022-02-05 00:00:00,350.0,saturday,False,False,True,False,False,False,False
2022-02-06 00:00:00,603.0,sunday,False,False,False,True,False,False,False
2022-02-07 00:00:00,329.0,monday,False,True,False,False,False,False,False
2022-02-08 00:00:00,356.0,tuesday,False,False,False,False,False,True,False
2022-02-09 00:00:00,,wednesday,False,False,False,False,False,False,True
2022-02-10 00:00:00,356.0,thursday,False,False,False,False,True,False,False
2022-02-11 00:00:00,345.0,friday,True,False,False,False,False,False,False
2022-02-12 00:00:00,456.0,saturday,False,False,True,False,False,False,False
2022-02-13 00:00:00,704.0,sunday,False,False,False,True,False,False,False
2022-02-14 00:00:00,412.0,monday,False,True,False,False,False,False,False
2022-02-15 00:00:00,536.0,tuesday,False,False,False,False,False,True,False
2022-02-16 00:00:00,,wednesday,False,False,False,False,False,False,True
2022-02-17 00:00:00,469.0,thursday,False,False,False,False,True,False,False
2022-02-18 00:00:00,515.0,friday,True,False,False,False,False,False,False
2022-02-19 00:00:00,601.0,saturday,False,False,True,False,False,False,False
2022-02-20 00:00:00,858.0,sunday,False,False,False,True,False,False,False
2022-02-21 00:00:00,387.0,monday,False,True,False,False,False,False,False
2022-02-22 00:00:00,419.0,tuesday,False,False,False,False,False,True,False
2022-02-23 00:00:00,,wednesday,False,False,False,False,False,False,True
2022-02-24 00:00:00,487.0,thursday,False,False,False,False,True,False,False
2022-02-25 00:00:00,520.0,friday,True,False,False,False,False,False,False
2022-02-26 00:00:00,656.0,saturday,False,False,True,False,False,False,False
2022-02-27 00:00:00,948.0,sunday,False,False,False,True,False,False,False
2022-02-28 00:00:00,402.0,monday,False,True,False,False,False,False,False
2022-03-01 00:00:00,474.0,tuesday,False,False,False,False,False,True,False
2022-03-02 00:00:00,355.0,wednesday,False,False,False,False,False,False,True
2022-03-03 00:00:00,357.0,thursday,False,False,False,False,True,False,False
2022-03-04 00:00:00,441.0,friday,True,False,False,False,False,False,False
2022-03-05 00:00:00,602.0,saturday,False,False,True,False,False,False,False
2022-03-06 00:00:00,800.0,sunday,False,False,False,True,False,False,False
2022-03-07 00:00:00,400.0,monday,False,True,False,False,False,False,False
2022-03-08 00:00:00,331.0,tuesday,False,False,False,False,False,True,False
2022-03-09 00:00:00,233.0,wednesday,False,False,False,False,False,False,True
2022-03-10 00:00:00,248.0,thursday,False,False,False,False,True,False,False
2022-03-11 00:00:00,270.0,friday,True,False,False,False,False,False,False
2022-03-12 00:00:00,347.0,saturday,False,False,True,False,False,False,False
2022-03-13 00:00:00,609.0,sunday,False,False,False,True,False,False,False
2022-03-14 00:00:00,317.0,monday,False,True,False,False,False,False,False
2022-03-15 00:00:00,291.0,tuesday,False,False,False,False,False,True,False
2022-03-16 00:00:00,211.0,wednesday,False,False,False,False,False,False,True
2022-03-17 00:00:00,254.0,thursday,False,False,False,False,True,False,False
2022-03-18 00:00:00,295.0,friday,True,False,False,False,False,False,False
2022-03-19 00:00:00,416.0,saturday,False,False,True,False,False,False,False
2022-03-20 00:00:00,693.0,sunday,False,False,False,True,False,False,False
2022-03-21 00:00:00,353.0,monday,False,True,False,False,False,False,False
2022-03-22 00:00:00,318.0,tuesday,False,False,False,False,False,True,False
2022-03-23 00:00:00,279.0,wednesday,False,False,False,False,False,False,True
2022-03-24 00:00:00,270.0,thursday,False,False,False,False,True,False,False
2022-03-25 00:00:00,325.0,friday,True,False,False,False,False,False,False
2022-03-26 00:00:00,530.0,saturday,False,False,True,False,False,False,False
2022-03-27 00:00:00,649.0,sunday,False,False,False,True,False,False,False
2022-03-28 00:00:00,337.0,monday,False,True,False,False,False,False,False
2022-03-29 00:00:00,311.0,tuesday,False,False,False,False,False,True,False
2022-03-30 00:00:00,224.0,wednesday,False,False,False,False,False,False,True
2022-03-31 00:00:00,249.0,thursday,False,False,False,False,True,False,False
2022-04-01 00:00:00,349.0,friday,True,False,False,False,False,False,False
2022-04-02 00:00:00,396.0,saturday,False,False,True,False,False,False,False
2022-04-03 00:00:00,568.0,sunday,False,False,False,True,False,False,False
2022-04-04 00:00:00,298.0,monday,False,True,False,False,False,False,False
2022-04-05 00:00:00,337.0,tuesday,False,False,False,False,False,True,False
2022-04-06 00:00:00,255.0,wednesday,False,False,False,False,False,False,True
2022-04-07 00:00:00,319.0,thursday,False,False,False,False,True,False,False
2022-04-08 00:00:00,255.0,friday,True,False,False,False,False,False,False
2022-04-09 00:00:00,426.0,saturday,False,False,True,False,False,False,False
2022-04-10 00:00:00,641.0,sunday,False,False,False,True,False,False,False
2022-04-11 00:00:00,438.0,monday,False,True,False,False,False,False,False
2022-04-12 00:00:00,344.0,tuesday,False,False,False,False,False,True,False
2022-04-13 00:00:00,330.0,wednesday,False,False,False,False,False,False,True
2022-04-14 00:00:00,409.0,thursday,False,False,False,False,True,False,False
2022-04-15 00:00:00,497.0,friday,True,False,False,False,False,False,False
2022-04-16 00:00:00,951.0,saturday,False,False,True,False,False,False,False
2022-04-17 00:00:00,826.0,sunday,False,False,False,True,False,False,False
2022-04-18 00:00:00,1063.0,monday,False,True,False,False,False,False,False
2022-04-19 00:00:00,525.0,tuesday,False,False,False,False,False,True,False
2022-04-20 00:00:00,472.0,wednesday,False,False,False,False,False,False,True
2022-04-21 00:00:00,677.0,thursday,False,False,False,False,True,False,False
2022-04-22 00:00:00,529.0,friday,True,False,False,False,False,False,False
2022-04-23 00:00:00,494.0,saturday,False,False,True,False,False,False,False
2022-04-24 00:00:00,711.0,sunday,False,False,False,True,False,False,False
2022-04-25 00:00:00,428.0,monday,False,True,False,False,False,False,False
2022-04-26 00:00:00,333.0,tuesday,False,False,False,False,False,True,False
2022-04-27 00:00:00,445.0,wednesday,False,False,False,False,False,False,True
2022-04-28 00:00:00,387.0,thursday,False,False,False,False,True,False,False
2022-04-29 00:00:00,439.0,friday,True,False,False,False,False,False,False
2022-04-30 00:00:00,783.0,saturday,False,False,True,False,False,False,False
2022-05-01 00:00:00,1007.0,sunday,False,False,False,True,False,False,False
2022-05-02 00:00:00,553.0,monday,False,True,False,False,False,False,False
2022-05-03 00:00:00,402.0,tuesday,False,False,False,False,False,True,False
2022-05-04 00:00:00,,wednesday,False,False,False,False,False,False,True
2022-05-05 00:00:00,454.0,thursday,False,False,False,False,True,False,False
2022-05-06 00:00:00,473.0,friday,True,False,False,False,False,False,False
2022-05-07 00:00:00,557.0,saturday,False,False,True,False,False,False,False
2022-05-08 00:00:00,817.0,sunday,False,False,False,True,False,False,False
2022-05-09 00:00:00,401.0,monday,False,True,False,False,False,False,False
2022-05-10 00:00:00,356.0,tuesday,False,False,False,False,False,True,False
2022-05-11 00:00:00,315.0,wednesday,False,False,False,False,False,False,True
2022-05-12 00:00:00,365.0,thursday,False,False,False,False,True,False,False
2022-05-13 00:00:00,366.0,friday,True,False,False,False,False,False,False
2022-05-14 00:00:00,540.0,saturday,False,False,True,False,False,False,False
2022-05-15 00:00:00,826.0,sunday,False,False,False,True,False,False,False
2022-05-16 00:00:00,411.0,monday,False,True,False,False,False,False,False
2022-05-17 00:00:00,335.0,tuesday,False,False,False,False,False,True,False
2022-05-18 00:00:00,352.0,wednesday,False,False,False,False,False,False,True
2022-05-19 00:00:00,356.0,thursday,False,False,False,False,True,False,False
2022-05-20 00:00:00,414.0,friday,True,False,False,False,False,False,False
2022-05-21 00:00:00,525.0,saturday,False,False,True,False,False,False,False
2022-05-22 00:00:00,777.0,sunday,False,False,False,True,False,False,False
2022-05-23 00:00:00,352.0,monday,False,True,False,False,False,False,False
2022-05-24 00:00:00,407.0,tuesday,False,False,False,False,False,True,False
2022-05-25 00:00:00,524.0,wednesday,False,False,False,False,False,False,True
2022-05-26 00:00:00,1081.0,thursday,False,False,False,False,True,False,False
2022-05-27 00:00:00,1122.0,friday,True,False,False,False,False,False,False
2022-05-28 00:00:00,1194.0,saturday,False,False,True,False,False,False,False
2022-05-29 00:00:00,1483.0,sunday,False,False,False,True,False,False,False
2022-05-30 00:00:00,498.0,monday,False,True,False,False,False,False,False
2022-05-31 00:00:00,380.0,tuesday,False,False,False,False,False,True,False
2022-06-01 00:00:00,416.0,wednesday,False,False,False,False,False,False,True
2022-06-02 00:00:00,356.0,thursday,False,False,False,False,True,False,False
2022-06-03 00:00:00,449.0,friday,True,False,False,False,False,False,False
2022-06-04 00:00:00,700.0,saturday,False,False,True,False,False,False,False
2022-06-05 00:00:00,1178.0,sunday,False,False,False,True,False,False,False
2022-06-06 00:00:00,1057.0,monday,False,True,False,False,False,False,False
2022-06-07 00:00:00,410.0,tuesday,False,False,False,False,False,True,False
2022-06-08 00:00:00,341.0,wednesday,False,False,False,False,False,False,True
2022-06-09 00:00:00,357.0,thursday,False,False,False,False,True,False,False
2022-06-10 00:00:00,356.0,friday,True,False,False,False,False,False,False
2022-06-11 00:00:00,638.0,saturday,False,False,True,False,False,False,False
2022-06-12 00:00:00,776.0,sunday,False,False,False,True,False,False,False
2022-06-13 00:00:00,428.0,monday,False,True,False,False,False,False,False
2022-06-14 00:00:00,400.0,tuesday,False,False,False,False,False,True,False
2022-06-15 00:00:00,381.0,wednesday,False,False,False,False,False,False,True
2022-06-16 00:00:00,362.0,thursday,False,False,False,False,True,False,False
2022-06-17 00:00:00,376.0,friday,True,False,False,False,False,False,False
2022-06-18 00:00:00,659.0,saturday,False,False,True,False,False,False,False
2022-06-19 00:00:00,934.0,sunday,False,False,False,True,False,False,False
2022-06-20 00:00:00,402.0,monday,False,True,False,False,False,False,False
2022-06-21 00:00:00,418.0,tuesday,False,False,False,False,False,True,False
2022-06-22 00:00:00,332.0,wednesday,False,False,False,False,False,False,True
2022-06-23 00:00:00,398.0,thursday,False,False,False,False,True,False,False
2022-06-24 00:00:00,452.0,friday,True,False,False,False,False,False,False
2022-06-25 00:00:00,601.0,saturday,False,False,True,False,False,False,False
2022-06-26 00:00:00,832.0,sunday,False,False,False,True,False,False,False
2022-06-27 00:00:00,483.0,monday,False,True,False,False,False,False,False
2022-06-28 00:00:00,386.0,tuesday,False,False,False,False,False,True,False
2022-06-29 00:00:00,342.0,wednesday,False,False,False,False,False,False,True
2022-06-30 00:00:00,439.0,thursday,False,False,False,False,True,False,False
2022-07-01 00:00:00,482.0,friday,True,False,False,False,False,False,False
2022-07-02 00:00:00,609.0,saturday,False,False,True,False,False,False,False
2022-07-03 00:00:00,1015.0,sunday,False,False,False,True,False,False,False
2022-07-04 00:00:00,561.0,monday,False,True,False,False,False,False,False
2022-07-05 00:00:00,512.0,tuesday,False,False,False,False,False,True,False
2022-07-06 00:00:00,517.0,wednesday,False,False,False,False,False,False,True
2022-07-07 00:00:00,580.0,thursday,False,False,False,False,True,False,False
2022-07-08 00:00:00,581.0,friday,True,False,False,False,False,False,False
2022-07-09 00:00:00,876.0,saturday,False,False,True,False,False,False,False
2022-07-10 00:00:00,1195.0,sunday,False,False,False,True,False,False,False
2022-07-11 00:00:00,845.0,monday,False,True,False,False,False,False,False
2022-07-12 00:00:00,725.0,tuesday,False,False,False,False,False,True,False
2022-07-13 00:00:00,858.0,wednesday,False,False,False,False,False,False,True
2022-07-14 00:00:00,1340.0,thursday,False,False,False,False,True,False,False
2022-07-15 00:00:00,1268.0,friday,True,False,False,False,False,False,False
2022-07-16 00:00:00,1535.0,saturday,False,False,True,False,False,False,False
2022-07-17 00:00:00,1646.0,sunday,False,False,False,True,False,False,False
2022-07-18 00:00:00,1023.0,monday,False,True,False,False,False,False,False
2022-07-19 00:00:00,827.0,tuesday,False,False,False,False,False,True,False
2022-07-20 00:00:00,809.0,wednesday,False,False,False,False,False,False,True
2022-07-21 00:00:00,863.0,thursday,False,False,False,False,True,False,False
2022-07-22 00:00:00,859.0,friday,True,False,False,False,False,False,False
2022-07-23 00:00:00,1178.0,saturday,False,False,True,False,False,False,False
2022-07-24 00:00:00,1350.0,sunday,False,False,False,True,False,False,False
2022-07-25 00:00:00,1030.0,monday,False,True,False,False,False,False,False
2022-07-26 00:00:00,857.0,tuesday,False,False,False,False,False,True,False
2022-07-27 00:00:00,793.0,wednesday,False,False,False,False,False,False,True
2022-07-28 00:00:00,921.0,thursday,False,False,False,False,True,False,False
2022-07-29 00:00:00,802.0,friday,True,False,False,False,False,False,False
2022-07-30 00:00:00,1173.0,saturday,False,False,True,False,False,False,False
2022-07-31 00:00:00,1562.0,sunday,False,False,False,True,False,False,False
2022-08-01 00:00:00,1152.0,monday,False,True,False,False,False,False,False
2022-08-02 00:00:00,997.0,tuesday,False,False,False,False,False,True,False
2022-08-03 00:00:00,949.0,wednesday,False,False,False,False,False,False,True
2022-08-04 00:00:00,999.0,thursday,False,False,False,False,True,False,False
2022-08-05 00:00:00,1030.0,friday,True,False,False,False,False,False,False
2022-08-06 00:00:00,1236.0,saturday,False,False,True,False,False,False,False
2022-08-07 00:00:00,1571.0,sunday,False,False,False,True,False,False,False
2022-08-08 00:00:00,1458.0,monday,False,True,False,False,False,False,False
2022-08-09 00:00:00,1094.0,tuesday,False,False,False,False,False,True,False
2022-08-10 00:00:00,1172.0,wednesday,False,False,False,False,False,False,True
2022-08-11 00:00:00,1231.0,thursday,False,False,False,False,True,False,False
2022-08-12 00:00:00,1255.0,friday,True,False,False,False,False,False,False
2022-08-13 00:00:00,1360.0,saturday,False,False,True,False,False,False,False
2022-08-14 00:00:00,1970.0,sunday,False,False,False,True,False,False,False
2022-08-15 00:00:00,1463.0,monday,False,True,False,False,False,False,False
2022-08-16 00:00:00,1069.0,tuesday,False,False,False,False,False,True,False
2022-08-17 00:00:00,1020.0,wednesday,False,False,False,False,False,False,True
2022-08-18 00:00:00,1250.0,thursday,False,False,False,False,True,False,False
2022-08-19 00:00:00,970.0,friday,True,False,False,False,False,False,False
2022-08-20 00:00:00,1268.0,saturday,False,False,True,False,False,False,False
2022-08-21 00:00:00,1554.0,sunday,False,False,False,True,False,False,False
2022-08-22 00:00:00,1009.0,monday,False,True,False,False,False,False,False
2022-08-23 00:00:00,805.0,tuesday,False,False,False,False,False,True,False
2022-08-24 00:00:00,819.0,wednesday,False,False,False,False,False,False,True
2022-08-25 00:00:00,714.0,thursday,False,False,False,False,True,False,False
2022-08-26 00:00:00,652.0,friday,True,False,False,False,False,False,False
2022-08-27 00:00:00,780.0,saturday,False,False,True,False,False,False,False
2022-08-28 00:00:00,1108.0,sunday,False,False,False,True,False,False,False
2022-08-29 00:00:00,587.0,monday,False,True,False,False,False,False,False
2022-08-30 00:00:00,586.0,tuesday,False,False,False,False,False,True,False
2022-08-31 00:00:00,417.0,wednesday,False,False,False,False,False,False,True
2022-09-01 00:00:00,,thursday,False,False,False,False,True,False,False
2022-09-02 00:00:00,445.0,friday,True,False,False,False,False,False,False
2022-09-03 00:00:00,605.0,saturday,False,False,True,False,False,False,False
2022-09-04 00:00:00,751.0,sunday,False,False,False,True,False,False,False
2022-09-05 00:00:00,490.0,monday,False,True,False,False,False,False,False
2022-09-06 00:00:00,359.0,tuesday,False,False,False,False,False,True,False
2022-09-07 00:00:00,375.0,wednesday,False,False,False,False,False,False,True
2022-09-08 00:00:00,373.0,thursday,False,False,False,False,True,False,False
2022-09-09 00:00:00,432.0,friday,True,False,False,False,False,False,False
2022-09-10 00:00:00,582.0,saturday,False,False,True,False,False,False,False
2022-09-11 00:00:00,907.0,sunday,False,False,False,True,False,False,False
2022-09-12 00:00:00,431.0,monday,False,True,False,False,False,False,False
2022-09-13 00:00:00,325.0,tuesday,False,False,False,False,False,True,False
2022-09-14 00:00:00,356.0,wednesday,False,False,False,False,False,False,True
2022-09-15 00:00:00,380.0,thursday,False,False,False,False,True,False,False
2022-09-16 00:00:00,410.0,friday,True,False,False,False,False,False,False
2022-09-17 00:00:00,589.0,saturday,False,False,True,False,False,False,False
2022-09-18 00:00:00,765.0,sunday,False,False,False,True,False,False,False
2022-09-19 00:00:00,,monday,False,True,False,False,False,False,False
2022-09-20 00:00:00,372.0,tuesday,False,False,False,False,False,True,False
2022-09-21 00:00:00,306.0,wednesday,False,False,False,False,False,False,True
2022-09-22 00:00:00,357.0,thursday,False,False,False,False,True,False,False
2022-09-23 00:00:00,409.0,friday,True,False,False,False,False,False,False
2022-09-24 00:00:00,534.0,saturday,False,False,True,False,False,False,False
2022-09-25 00:00:00,770.0,sunday,False,False,False,True,False,False,False
2022-09-26 00:00:00,399.0,monday,False,True,False,False,False,False,False
2022-09-27 00:00:00,423.0,tuesday,False,False,False,False,False,True,False
2022-09-28 00:00:00,357.0,wednesday,False,False,False,False,False,False,True
2022-09-29 00:00:00,428.0,thursday,False,False,False,False,True,False,False
2022-09-30 00:00:00,503.0,friday,True,False,False,False,False,False,False
